Facility ID,Facility Name,Address,City,State,ZIP Code,County Name,Communication with Nurses Floor,Communication with Nurses Achievement Threshold,Communication with Nurses Benchmark,Communication with Nurses Baseline Rate,Communication with Nurses Performance Rate,Communication with Nurses Achievement Points,Communication with Nurses Improvement Points,Communication with Nurses Dimension Score,Communication with Doctors Floor,Communication with Doctors Achievement Threshold,Communication with Doctors Benchmark,Communication with Doctors Baseline Rate,Communication with Doctors Performance Rate,Communication with Doctors Achievement Points,Communication with Doctors Improvement Points,Communication with Doctors Dimension Score,Responsiveness of Hospital Staff Floor,Responsiveness of Hospital Staff Achievement Threshold,Responsiveness of Hospital Staff Benchmark,Responsiveness of Hospital Staff Baseline Rate,Responsiveness of Hospital Staff Performance Rate,Responsiveness of Hospital Staff Achievement Points,Responsiveness of Hospital Staff Improvement Points,Responsiveness of Hospital Staff Dimension Score,Care Transition Floor,Care Transition Achievement Threshold,Care Transition Benchmark,Care Transition Baseline Rate,Care Transition Performance Rate,Care Transition Achievement Points,Care Transition Improvement Points,Care Transition Dimension Score,Communication about Medicines Floor,Communication about Medicines Achievement Threshold,Communication about Medicines Benchmark,Communication about Medicines Baseline Rate,Communication about Medicines Performance Rate,Communication about Medicines Achievement Points,Communication about Medicines Improvement Points,Communication about Medicines Dimension Score,Cleanliness and Quietness of Hospital Environment Floor,Cleanliness and Quietness of Hospital Environment Achievement Threshold,Cleanliness and Quietness of Hospital Environment Benchmark,Cleanliness and Quietness of Hospital Environment Baseline Rate,Cleanliness and Quietness of Hospital Environment Performance Rate,Cleanliness and Quietness of Hospital Environment Achievement Points,Cleanliness and Quietness of Hospital Environment Improvement Points,Cleanliness and Quietness of Hospital Environment Dimension Score,Discharge Information Floor,Discharge Information Achievement Threshold,Discharge Information Benchmark,Discharge Information Baseline Rate,Discharge Information Performance Rate,Discharge Information Achievement Points,Discharge Information Improvement Points,Discharge Information Dimension Score,Overall Rating of Hospital Floor,Overall Rating of Hospital Achievement Threshold,Overall Rating of Hospital Benchmark,Overall Rating of Hospital Baseline Rate,Overall Rating of Hospital Performance Rate,Overall  Rating of Hospital Achievement Points,Overall Rating of Hospital Improvement Points,Overall Rating of Hospital Dimension Score,HCAHPS Base Score,HCAHPS Consistency Score,Location
390093,CLARION HOSPITAL,ONE HOSPITAL DRIVE,CLARION,PA,16214,Clarion,28.10,78.69,86.97,72.74,78.57,0 out of 10,4 out of 9,4 out of 10,33.46,80.32,88.62,76.58,83.15,4 out of 10,5 out of 9,5 out of 10,32.72,65.16,80.15,57.85,61.58,0 out of 10,1 out of 9,1 out of 10,11.30,51.42,62.77,50.46,53.91,2 out of 10,2 out of 9,2 out of 10,11.38,63.26,73.53,57.64,61.68,0 out of 10,2 out of 9,2 out of 10,22.85,65.58,79.06,54.18,60.03,0 out of 10,2 out of 9,2 out of 10,61.96,87.05,91.87,87.26,84.71,0 out of 10,0 out of 9,0 out of 10,28.39,70.85,84.83,64.31,66.60,0 out of 10,1 out of 9,1 out of 10,17,17,"ONE HOSPITAL DRIVE CLARION, PA 16214"
070035,"HOSPITAL OF CENTRAL CONNECTICUT, THE",100 GRAND STREET,NEW BRITAIN,CT,06050,Hartford,28.10,78.69,86.97,78.14,78.78,1 out of 10,0 out of 9,1 out of 10,33.46,80.32,88.62,79.30,80.60,1 out of 10,1 out of 9,1 out of 10,32.72,65.16,80.15,62.59,62.26,0 out of 10,0 out of 9,0 out of 10,11.30,51.42,62.77,47.40,50.86,0 out of 10,2 out of 9,2 out of 10,11.38,63.26,73.53,61.00,59.34,0 out of 10,0 out of 9,0 out of 10,22.85,65.58,79.06,59.75,62.37,0 out of 10,1 out of 9,1 out of 10,61.96,87.05,91.87,86.26,86.09,0 out of 10,0 out of 9,0 out of 10,28.39,70.85,84.83,66.74,66.48,0 out of 10,0 out of 9,0 out of 10,5,17,"100 GRAND STREET NEW BRITAIN, CT 06050 (41.662015, -72.787799)"
050686,"KAISER FOUNDATION HOSPITAL, RIVERSIDE",10800 MAGNOLIA AVENUE,RIVERSIDE,CA,92505,Riverside,28.10,78.69,86.97,75.13,75.15,0 out of 10,0 out of 9,0 out of 10,33.46,80.32,88.62,80.05,79.66,0 out of 10,0 out of 9,0 out of 10,32.72,65.16,80.15,62.53,62.39,0 out of 10,0 out of 9,0 out of 10,11.30,51.42,62.77,51.16,49.48,0 out of 10,0 out of 9,0 out of 10,11.38,63.26,73.53,61.07,63.46,1 out of 10,1 out of 9,1 out of 10,22.85,65.58,79.06,58.01,55.21,0 out of 10,0 out of 9,0 out of 10,61.96,87.05,91.87,86.18,86.28,0 out of 10,0 out of 9,0 out of 10,28.39,70.85,84.83,73.08,71.87,1 out of 10,0 out of 9,1 out of 10,2,15,"10800 MAGNOLIA AVENUE RIVERSIDE, CA 92505 (33.906505, -117.47071)"
100023,CITRUS MEMORIAL HOSPITAL,502 W HIGHLAND BLVD,INVERNESS,FL,34452,Citrus,28.10,78.69,86.97,72.98,74.04,0 out of 10,0 out of 9,0 out of 10,33.46,80.32,88.62,73.05,70.93,0 out of 10,0 out of 9,0 out of 10,32.72,65.16,80.15,54.53,59.09,0 out of 10,1 out of 9,1 out of 10,11.30,51.42,62.77,42.22,46.34,0 out of 10,2 out of 9,2 out of 10,11.38,63.26,73.53,55.39,60.49,0 out of 10,2 out of 9,2 out of 10,22.85,65.58,79.06,53.44,58.71,0 out of 10,2 out of 9,2 out of 10,61.96,87.05,91.87,82.63,84.82,0 out of 10,2 out of 9,2 out of 10,28.39,70.85,84.83,53.96,63.16,0 out of 10,2 out of 9,2 out of 10,11,15,"502 W HIGHLAND BLVD INVERNESS, FL 34452 (28.832242, -82.335335)"
500129,TACOMA GENERAL ALLENMORE HOSPITAL,315 S MLK JR WAY,TACOMA,WA,98405,Pierce,28.10,78.69,86.97,71.50,75.14,0 out of 10,2 out of 9,2 out of 10,33.46,80.32,88.62,76.38,79.18,0 out of 10,2 out of 9,2 out of 10,32.72,65.16,80.15,54.05,56.09,0 out of 10,0 out of 9,0 out of 10,11.30,51.42,62.77,48.19,49.56,0 out of 10,0 out of 9,0 out of 10,11.38,63.26,73.53,58.33,58.22,0 out of 10,0 out of 9,0 out of 10,22.85,65.58,79.06,60.97,62.06,0 out of 10,0 out of 9,0 out of 10,61.96,87.05,91.87,85.39,86.73,0 out of 10,2 out of 9,2 out of 10,28.39,70.85,84.83,65.83,70.11,0 out of 10,2 out of 9,2 out of 10,8,14,"315 S MLK JR WAY TACOMA, WA 98405"
240088,CARRIS HEALTH LLC,301 BECKER AVE SW,WILLMAR,MN,56201,Kandiyohi,28.10,78.69,86.97,78.60,78.47,0 out of 10,0 out of 9,0 out of 10,33.46,80.32,88.62,81.58,82.94,3 out of 10,1 out of 9,3 out of 10,32.72,65.16,80.15,66.47,69.46,3 out of 10,2 out of 9,3 out of 10,11.30,51.42,62.77,51.00,49.24,0 out of 10,0 out of 9,0 out of 10,11.38,63.26,73.53,64.80,65.54,2 out of 10,0 out of 9,2 out of 10,22.85,65.58,79.06,67.00,67.85,2 out of 10,0 out of 9,2 out of 10,61.96,87.05,91.87,85.10,86.21,0 out of 10,1 out of 9,1 out of 10,28.39,70.85,84.83,67.14,72.01,1 out of 10,2 out of 9,2 out of 10,13,18,"301 BECKER AVE SW WILLMAR, MN 56201 (45.120514, -95.046366)"
330086,MONTEFIORE MOUNT VERNON HOSPITAL,12 NORTH 7TH AVENUE,MOUNT VERNON,NY,10550,Westchester,28.10,78.69,86.97,74.81,77.10,0 out of 10,1 out of 9,1 out of 10,33.46,80.32,88.62,74.96,75.30,0 out of 10,0 out of 9,0 out of 10,32.72,65.16,80.15,58.41,62.02,0 out of 10,1 out of 9,1 out of 10,11.30,51.42,62.77,40.03,46.77,0 out of 10,2 out of 9,2 out of 10,11.38,63.26,73.53,51.88,51.28,0 out of 10,0 out of 9,0 out of 10,22.85,65.58,79.06,66.33,68.54,2 out of 10,1 out of 9,2 out of 10,61.96,87.05,91.87,80.44,73.95,0 out of 10,0 out of 9,0 out of 10,28.39,70.85,84.83,57.20,61.92,0 out of 10,1 out of 9,1 out of 10,7,9,"12 NORTH 7TH AVENUE MOUNT VERNON, NY 10550 (40.912754, -73.840011)"
440056,TENNOVA HEALTHCARE-JEFFERSON MEMORIAL HOSPITAL,110 HOSPITAL DRIVE,JEFFERSON CITY,TN,37760,Jefferson,28.10,78.69,86.97,81.51,81.73,4 out of 10,0 out of 9,4 out of 10,33.46,80.32,88.62,82.67,84.71,5 out of 10,3 out of 9,5 out of 10,32.72,65.16,80.15,70.40,71.46,4 out of 10,1 out of 9,4 out of 10,11.30,51.42,62.77,50.04,54.91,3 out of 10,3 out of 9,3 out of 10,11.38,63.26,73.53,63.67,61.63,0 out of 10,0 out of 9,0 out of 10,22.85,65.58,79.06,68.78,71.29,4 out of 10,2 out of 9,4 out of 10,61.96,87.05,91.87,87.19,92.29,10 out of 10,9 out of 9,10 out of 10,28.39,70.85,84.83,71.83,77.02,4 out of 10,3 out of 9,4 out of 10,34,19,"110 HOSPITAL DRIVE JEFFERSON CITY, TN 37760 (36.10686, -83.51964)"
110034,AU MEDICAL CENTER,1120 15TH STREET,AUGUSTA,GA,30912,Richmond,28.10,78.69,86.97,75.02,78.39,0 out of 10,2 out of 9,2 out of 10,33.46,80.32,88.62,79.43,79.94,0 out of 10,0 out of 9,0 out of 10,32.72,65.16,80.15,54.32,61.81,0 out of 10,2 out of 9,2 out of 10,11.30,51.42,62.77,47.39,52.81,2 out of 10,3 out of 9,3 out of 10,11.38,63.26,73.53,64.09,65.63,3 out of 10,1 out of 9,3 out of 10,22.85,65.58,79.06,61.47,68.67,3 out of 10,4 out of 9,4 out of 10,61.96,87.05,91.87,83.71,84.86,0 out of 10,1 out of 9,1 out of 10,28.39,70.85,84.83,62.28,72.01,1 out of 10,4 out of 9,4 out of 10,19,17,"1120 15TH STREET AUGUSTA, GA 30912 (33.471029, -81.991453)"
360133,GRANDVIEW HOSPITAL & MEDICAL CENTER,405 GRAND AVENUE,DAYTON,OH,45405,Montgomery,28.10,78.69,86.97,81.83,81.27,3 out of 10,0 out of 9,3 out of 10,33.46,80.32,88.62,78.60,79.36,0 out of 10,0 out of 9,0 out of 10,32.72,65.16,80.15,66.48,64.05,0 out of 10,0 out of 9,0 out of 10,11.30,51.42,62.77,54.68,54.00,3 out of 10,0 out of 9,3 out of 10,11.38,63.26,73.53,62.29,63.09,0 out of 10,0 out of 9,0 out of 10,22.85,65.58,79.06,64.38,67.99,2 out of 10,2 out of 9,2 out of 10,61.96,87.05,91.87,90.00,88.67,4 out of 10,0 out of 9,4 out of 10,28.39,70.85,84.83,75.13,77.63,5 out of 10,2 out of 9,5 out of 10,17,19,"405 GRAND AVENUE DAYTON, OH 45405 (39.768985, -84.202998)"
330088,EASTERN LONG ISLAND HOSPITAL,201 MANOR PLACE,GREENPORT,NY,11944,Suffolk,28.10,78.69,86.97,79.94,76.40,0 out of 10,0 out of 9,0 out of 10,33.46,80.32,88.62,80.32,75.09,0 out of 10,0 out of 9,0 out of 10,32.72,65.16,80.15,71.88,68.15,2 out of 10,0 out of 9,2 out of 10,11.30,51.42,62.77,52.78,48.97,0 out of 10,0 out of 9,0 out of 10,11.38,63.26,73.53,60.79,60.36,0 out of 10,0 out of 9,0 out of 10,22.85,65.58,79.06,62.22,68.13,2 out of 10,3 out of 9,3 out of 10,61.96,87.05,91.87,90.52,83.51,0 out of 10,0 out of 9,0 out of 10,28.39,70.85,84.83,76.22,67.21,0 out of 10,0 out of 9,0 out of 10,5,17,"201 MANOR PLACE GREENPORT, NY 11944 (41.110951, -72.361459)"
140133,HOLY CROSS HOSPITAL,2701 W 68TH STREET,CHICAGO,IL,60629,Cook,28.10,78.69,86.97,69.43,69.66,0 out of 10,0 out of 9,0 out of 10,33.46,80.32,88.62,73.16,69.60,0 out of 10,0 out of 9,0 out of 10,32.72,65.16,80.15,55.25,52.17,0 out of 10,0 out of 9,0 out of 10,11.30,51.42,62.77,39.31,44.04,0 out of 10,2 out of 9,2 out of 10,11.38,63.26,73.53,53.92,58.40,0 out of 10,2 out of 9,2 out of 10,22.85,65.58,79.06,63.17,56.35,0 out of 10,0 out of 9,0 out of 10,61.96,87.05,91.87,77.16,78.86,0 out of 10,1 out of 9,1 out of 10,28.39,70.85,84.83,53.08,53.02,0 out of 10,0 out of 9,0 out of 10,5,11,"2701 W 68TH STREET CHICAGO, IL 60629 (41.770008, -87.691909)"
050424,SCRIPPS GREEN HOSPITAL,10666 NORTH TORREY PINES ROAD,LA JOLLA,CA,92037,San Diego,28.10,78.69,86.97,81.79,81.07,3 out of 10,0 out of 9,3 out of 10,33.46,80.32,88.62,86.96,86.70,7 out of 10,0 out of 9,7 out of 10,32.72,65.16,80.15,68.02,64.62,0 out of 10,0 out of 9,0 out of 10,11.30,51.42,62.77,60.28,59.97,7 out of 10,0 out of 9,7 out of 10,11.38,63.26,73.53,68.97,67.85,5 out of 10,0 out of 9,5 out of 10,22.85,65.58,79.06,66.22,70.38,4 out of 10,3 out of 9,4 out of 10,61.96,87.05,91.87,86.61,88.56,3 out of 10,3 out of 9,3 out of 10,28.39,70.85,84.83,79.38,80.20,7 out of 10,1 out of 9,7 out of 10,36,19,"10666 NORTH TORREY PINES ROAD LA JOLLA, CA 92037 (32.897124, -117.241854)"
150059,RIVERVIEW HEALTH,395 WESTFIELD RD,NOBLESVILLE,IN,46060,Hamilton,28.10,78.69,86.97,80.83,77.95,0 out of 10,0 out of 9,0 out of 10,33.46,80.32,88.62,82.20,81.59,2 out of 10,0 out of 9,2 out of 10,32.72,65.16,80.15,64.58,66.15,1 out of 10,1 out of 9,1 out of 10,11.30,51.42,62.77,60.90,58.11,6 out of 10,0 out of 9,6 out of 10,11.38,63.26,73.53,61.45,63.14,0 out of 10,1 out of 9,1 out of 10,22.85,65.58,79.06,66.89,67.18,2 out of 10,0 out of 9,2 out of 10,61.96,87.05,91.87,90.05,90.16,6 out of 10,0 out of 9,6 out of 10,28.39,70.85,84.83,77.81,76.11,4 out of 10,0 out of 9,4 out of 10,22,19,"395 WESTFIELD RD NOBLESVILLE, IN 46060 (40.047026, -86.024081)"
050305,ALTA BATES SUMMIT MEDICAL CENTER - ALTA BATES CAMP,2450 ASHBY AVENUE,BERKELEY,CA,94705,Alameda,28.10,78.69,86.97,69.78,69.72,0 out of 10,0 out of 9,0 out of 10,33.46,80.32,88.62,73.66,73.22,0 out of 10,0 out of 9,0 out of 10,32.72,65.16,80.15,49.56,51.07,0 out of 10,0 out of 9,0 out of 10,11.30,51.42,62.77,44.27,45.43,0 out of 10,0 out of 9,0 out of 10,11.38,63.26,73.53,51.22,54.64,0 out of 10,1 out of 9,1 out of 10,22.85,65.58,79.06,50.97,50.66,0 out of 10,0 out of 9,0 out of 10,61.96,87.05,91.87,83.34,82.94,0 out of 10,0 out of 9,0 out of 10,28.39,70.85,84.83,57.02,60.35,0 out of 10,1 out of 9,1 out of 10,2,11,"2450 ASHBY AVENUE BERKELEY, CA 94705 (37.856488, -122.257329)"
100211,FLORIDA HOSPITAL DADE CITY,13100 FT KING RD,DADE CITY,FL,33525,Pasco,28.10,78.69,86.97,70.18,71.91,0 out of 10,1 out of 9,1 out of 10,33.46,80.32,88.62,73.44,75.18,0 out of 10,1 out of 9,1 out of 10,32.72,65.16,80.15,58.08,63.43,0 out of 10,2 out of 9,2 out of 10,11.30,51.42,62.77,42.32,47.54,0 out of 10,2 out of 9,2 out of 10,11.38,63.26,73.53,51.68,62.90,0 out of 10,5 out of 9,5 out of 10,22.85,65.58,79.06,62.24,62.35,0 out of 10,0 out of 9,0 out of 10,61.96,87.05,91.87,79.76,78.73,0 out of 10,0 out of 9,0 out of 10,28.39,70.85,84.83,55.91,66.67,0 out of 10,3 out of 9,3 out of 10,14,13,"13100 FT KING RD DADE CITY, FL 33525 (28.348587, -82.201685)"
050002,ST ROSE HOSPITAL,27200 CALAROGA AVE,HAYWARD,CA,94545,Alameda,28.10,78.69,86.97,73.51,73.47,0 out of 10,0 out of 9,0 out of 10,33.46,80.32,88.62,77.83,73.18,0 out of 10,0 out of 9,0 out of 10,32.72,65.16,80.15,55.88,60.63,0 out of 10,1 out of 9,1 out of 10,11.30,51.42,62.77,35.83,35.71,0 out of 10,0 out of 9,0 out of 10,11.38,63.26,73.53,58.17,60.50,0 out of 10,1 out of 9,1 out of 10,22.85,65.58,79.06,57.99,62.42,0 out of 10,2 out of 9,2 out of 10,61.96,87.05,91.87,87.21,83.99,0 out of 10,0 out of 9,0 out of 10,28.39,70.85,84.83,64.86,61.76,0 out of 10,0 out of 9,0 out of 10,4,12,"27200 CALAROGA AVE HAYWARD, CA 94545 (37.63291, -122.089742)"
190114,CLAIBORNE MEMORIAL MEDICAL CENTER,620 EAST COLLEGE STREET,HOMER,LA,71040,Claiborne,28.10,78.69,86.97,86.55,Not Available,Not Available,Not Available,Not Available,33.46,80.32,88.62,94.57,Not Available,Not Available,Not Available,Not Available,32.72,65.16,80.15,72.44,Not Available,Not Available,Not Available,Not Available,11.30,51.42,62.77,53.44,Not Available,Not Available,Not Available,Not Available,11.38,63.26,73.53,77.15,Not Available,Not Available,Not Available,Not Available,22.85,65.58,79.06,75.71,Not Available,Not Available,Not Available,Not Available,61.96,87.05,91.87,90.37,Not Available,Not Available,Not Available,Not Available,28.39,70.85,84.83,79.23,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,"620 EAST COLLEGE STREET HOMER, LA 71040 (32.794327, -93.062469)"
050006,ST JOSEPH HOSPITAL,2700 DOLBEER ST,EUREKA,CA,95501,Humboldt,28.10,78.69,86.97,72.17,70.94,0 out of 10,0 out of 9,0 out of 10,33.46,80.32,88.62,71.54,73.70,0 out of 10,1 out of 9,1 out of 10,32.72,65.16,80.15,52.56,52.45,0 out of 10,0 out of 9,0 out of 10,11.30,51.42,62.77,48.46,46.13,0 out of 10,0 out of 9,0 out of 10,11.38,63.26,73.53,57.85,56.77,0 out of 10,0 out of 9,0 out of 10,22.85,65.58,79.06,56.12,55.35,0 out of 10,0 out of 9,0 out of 10,61.96,87.05,91.87,88.25,84.72,0 out of 10,0 out of 9,0 out of 10,28.39,70.85,84.83,61.38,60.49,0 out of 10,0 out of 9,0 out of 10,1,12,"2700 DOLBEER ST EUREKA, CA 95501 (40.783103, -124.142039)"
150056,INDIANA UNIVERSITY HEALTH,1701 N SENATE BLVD,INDIANAPOLIS,IN,46202,Marion,28.10,78.69,86.97,73.66,74.60,0 out of 10,0 out of 9,0 out of 10,33.46,80.32,88.62,78.38,79.40,0 out of 10,0 out of 9,0 out of 10,32.72,65.16,80.15,56.11,55.45,0 out of 10,0 out of 9,0 out of 10,11.30,51.42,62.77,48.05,51.24,0 out of 10,2 out of 9,2 out of 10,11.38,63.26,73.53,57.61,59.08,0 out of 10,0 out of 9,0 out of 10,22.85,65.58,79.06,61.17,59.34,0 out of 10,0 out of 9,0 out of 10,61.96,87.05,91.87,87.07,87.94,2 out of 10,1 out of 9,2 out of 10,28.39,70.85,84.83,67.77,68.70,0 out of 10,0 out of 9,0 out of 10,4,14,"1701 N SENATE BLVD INDIANAPOLIS, IN 46202 (39.790571, -86.165259)"
030043,CANYON VISTA MEDICAL CENTER,5700 EAST HIGHWAY 90,SIERRA VISTA,AZ,85635,Cochise,28.10,78.69,86.97,69.02,70.62,0 out of 10,0 out of 9,0 out of 10,33.46,80.32,88.62,75.45,75.79,0 out of 10,0 out of 9,0 out of 10,32.72,65.16,80.15,53.04,59.35,0 out of 10,2 out of 9,2 out of 10,11.30,51.42,62.77,41.87,44.24,0 out of 10,1 out of 9,1 out of 10,11.38,63.26,73.53,56.49,61.89,0 out of 10,3 out of 9,3 out of 10,22.85,65.58,79.06,57.02,65.25,0 out of 10,3 out of 9,3 out of 10,61.96,87.05,91.87,79.51,82.68,0 out of 10,2 out of 9,2 out of 10,28.39,70.85,84.83,53.04,61.94,0 out of 10,2 out of 9,2 out of 10,13,15,"5700 EAST HIGHWAY 90 SIERRA VISTA, AZ 85635 (31.554635, -110.230726)"
010164,COOSA VALLEY MEDICAL CENTER,315 W HICKORY ST,SYLACAUGA,AL,35150,Talladega,28.10,78.69,86.97,78.62,76.72,0 out of 10,0 out of 9,0 out of 10,33.46,80.32,88.62,87.08,82.17,3 out of 10,0 out of 9,3 out of 10,32.72,65.16,80.15,63.49,64.42,0 out of 10,0 out of 9,0 out of 10,11.30,51.42,62.77,48.12,47.42,0 out of 10,0 out of 9,0 out of 10,11.38,63.26,73.53,61.39,68.41,5 out of 10,5 out of 9,5 out of 10,22.85,65.58,79.06,68.15,70.53,4 out of 10,2 out of 9,4 out of 10,61.96,87.05,91.87,88.52,86.47,0 out of 10,0 out of 9,0 out of 10,28.39,70.85,84.83,71.93,63.35,0 out of 10,0 out of 9,0 out of 10,12,16,"315 W HICKORY ST SYLACAUGA, AL 35150 (33.164666, -86.254598)"
360236,MERCY HOSPITAL CLERMONT,3000 HOSPITAL DRIVE,BATAVIA,OH,45103,Clermont,28.10,78.69,86.97,83.82,81.36,3 out of 10,0 out of 9,3 out of 10,33.46,80.32,88.62,81.54,78.30,0 out of 10,0 out of 9,0 out of 10,32.72,65.16,80.15,67.63,66.06,1 out of 10,0 out of 9,1 out of 10,11.30,51.42,62.77,54.04,51.27,0 out of 10,0 out of 9,0 out of 10,11.38,63.26,73.53,66.71,62.29,0 out of 10,0 out of 9,0 out of 10,22.85,65.58,79.06,66.32,63.86,0 out of 10,0 out of 9,0 out of 10,61.96,87.05,91.87,89.58,92.85,10 out of 10,9 out of 9,10 out of 10,28.39,70.85,84.83,76.39,77.18,5 out of 10,0 out of 9,5 out of 10,19,19,"3000 HOSPITAL DRIVE BATAVIA, OH 45103 (39.078309, -84.144986)"
220105,WINCHESTER HOSPITAL,41 HIGHLAND AVENUE,WINCHESTER,MA,01890,Middlesex,28.10,78.69,86.97,84.80,84.80,7 out of 10,0 out of 9,7 out of 10,33.46,80.32,88.62,83.32,84.28,5 out of 10,1 out of 9,5 out of 10,32.72,65.16,80.15,70.50,72.69,5 out of 10,2 out of 9,5 out of 10,11.30,51.42,62.77,55.94,56.08,4 out of 10,0 out of 9,4 out of 10,11.38,63.26,73.53,67.53,69.61,6 out of 10,3 out of 9,6 out of 10,22.85,65.58,79.06,61.79,64.37,0 out of 10,1 out of 9,1 out of 10,61.96,87.05,91.87,88.28,90.11,6 out of 10,5 out of 9,6 out of 10,28.39,70.85,84.83,75.55,76.27,4 out of 10,0 out of 9,4 out of 10,38,19,"41 HIGHLAND AVENUE WINCHESTER, MA 01890 (42.465496, -71.121408)"
110064,PIEDMONT COLUMBUS REGIONAL MIDTOWN,710 CENTER STREET,COLUMBUS,GA,31901,Muscogee,28.10,78.69,86.97,76.74,79.67,2 out of 10,2 out of 9,2 out of 10,33.46,80.32,88.62,79.70,81.05,1 out of 10,1 out of 9,1 out of 10,32.72,65.16,80.15,58.65,61.06,0 out of 10,1 out of 9,1 out of 10,11.30,51.42,62.77,49.25,51.56,1 out of 10,1 out of 9,1 out of 10,11.38,63.26,73.53,62.11,64.58,2 out of 10,2 out of 9,2 out of 10,22.85,65.58,79.06,63.55,66.91,1 out of 10,2 out of 9,2 out of 10,61.96,87.05,91.87,82.56,85.73,0 out of 10,3 out of 9,3 out of 10,28.39,70.85,84.83,64.60,70.44,0 out of 10,2 out of 9,2 out of 10,14,17,"710 CENTER STREET COLUMBUS, GA 31901 (32.481728, -84.982008)"
340123,RANDOLPH HOSPITAL,364 WHITE OAK STREET,ASHEBORO,NC,27204,Randolph,28.10,78.69,86.97,81.96,78.56,0 out of 10,0 out of 9,0 out of 10,33.46,80.32,88.62,81.42,79.05,0 out of 10,0 out of 9,0 out of 10,32.72,65.16,80.15,62.33,65.60,1 out of 10,1 out of 9,1 out of 10,11.30,51.42,62.77,47.09,48.13,0 out of 10,0 out of 9,0 out of 10,11.38,63.26,73.53,59.36,60.93,0 out of 10,1 out of 9,1 out of 10,22.85,65.58,79.06,65.67,67.06,1 out of 10,1 out of 9,1 out of 10,61.96,87.05,91.87,88.61,87.44,1 out of 10,0 out of 9,1 out of 10,28.39,70.85,84.83,72.53,68.06,0 out of 10,0 out of 9,0 out of 10,4,18,"364 WHITE OAK STREET ASHEBORO, NC 27204 (35.711958, -79.814825)"
330393,UNIVERSITY HOSPITAL AT STONY BROOK,HEALTH SCIENCES CENTER SUNY,STONY BROOK,NY,11794,Suffolk,28.10,78.69,86.97,79.18,77.85,0 out of 10,0 out of 9,0 out of 10,33.46,80.32,88.62,77.24,76.17,0 out of 10,0 out of 9,0 out of 10,32.72,65.16,80.15,63.90,60.16,0 out of 10,0 out of 9,0 out of 10,11.30,51.42,62.77,47.65,48.01,0 out of 10,0 out of 9,0 out of 10,11.38,63.26,73.53,62.42,57.30,0 out of 10,0 out of 9,0 out of 10,22.85,65.58,79.06,57.83,53.47,0 out of 10,0 out of 9,0 out of 10,61.96,87.05,91.87,87.32,86.89,0 out of 10,0 out of 9,0 out of 10,28.39,70.85,84.83,71.42,67.21,0 out of 10,0 out of 9,0 out of 10,0,14,"HEALTH SCIENCES CENTER SUNY STONY BROOK, NY 11794"
250002,TISHOMINGO HEALTH SERVICES INC,1777 CURTIS DRIVE,IUKA,MS,38852,Tishomingo,28.10,78.69,86.97,90.13,91.24,10 out of 10,9 out of 9,10 out of 10,33.46,80.32,88.62,89.44,94.78,10 out of 10,9 out of 9,10 out of 10,32.72,65.16,80.15,82.58,85.85,10 out of 10,9 out of 9,10 out of 10,11.30,51.42,62.77,58.02,67.59,10 out of 10,9 out of 9,10 out of 10,11.38,63.26,73.53,76.91,79.78,10 out of 10,9 out of 9,10 out of 10,22.85,65.58,79.06,85.73,85.10,10 out of 10,0 out of 9,10 out of 10,61.96,87.05,91.87,89.86,88.54,3 out of 10,0 out of 9,3 out of 10,28.39,70.85,84.83,75.98,79.26,6 out of 10,3 out of 9,6 out of 10,69,20,"1777 CURTIS DRIVE IUKA, MS 38852 (34.803686, -88.209218)"
100052,WINTER HAVEN HOSPITAL,200 AVE F NE,WINTER HAVEN,FL,33881,Polk,28.10,78.69,86.97,77.05,77.46,0 out of 10,0 out of 9,0 out of 10,33.46,80.32,88.62,74.25,74.30,0 out of 10,0 out of 9,0 out of 10,32.72,65.16,80.15,69.15,67.54,2 out of 10,0 out of 9,2 out of 10,11.30,51.42,62.77,47.23,49.61,0 out of 10,1 out of 9,1 out of 10,11.38,63.26,73.53,62.89,64.92,2 out of 10,1 out of 9,2 out of 10,22.85,65.58,79.06,60.29,64.33,0 out of 10,2 out of 9,2 out of 10,61.96,87.05,91.87,85.36,86.17,0 out of 10,1 out of 9,1 out of 10,28.39,70.85,84.83,63.61,67.67,0 out of 10,1 out of 9,1 out of 10,9,17,"200 AVE F NE WINTER HAVEN, FL 33881 (28.027669, -81.726746)"
140124,JOHN H STROGER JR HOSPITAL,1901 W HARRISON ST,CHICAGO,IL,60612,Cook,28.10,78.69,86.97,69.96,65.82,0 out of 10,0 out of 9,0 out of 10,33.46,80.32,88.62,81.18,79.82,0 out of 10,0 out of 9,0 out of 10,32.72,65.16,80.15,53.37,49.81,0 out of 10,0 out of 9,0 out of 10,11.30,51.42,62.77,48.37,45.70,0 out of 10,0 out of 9,0 out of 10,11.38,63.26,73.53,55.41,52.99,0 out of 10,0 out of 9,0 out of 10,22.85,65.58,79.06,53.10,51.69,0 out of 10,0 out of 9,0 out of 10,61.96,87.05,91.87,81.54,78.80,0 out of 10,0 out of 9,0 out of 10,28.39,70.85,84.83,62.04,62.77,0 out of 10,0 out of 9,0 out of 10,0,10,"1901 W HARRISON ST CHICAGO, IL 60612 (41.874041, -87.674311)"
